V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,Class
0.10413338802134002,0.1023821983476529,0.8868426594885851,-1.2551490672051577,0.17536524065533415,-2.936200943778115,-2.143966831621994,1.0292779986801368,0.6741440051199892,-0.7299966715800764,1.791782273613359,0.4086847622754085,1.6231850150021183,0.7162624964685291,-0.6925298378974907,-0.45242426480904147,0.9163289534385712,-1.312840273092726,-0.6298673491373752,-0.9589282677146163,-0.0001316862269378586,0.09643037952850442,-2.187380914976043,-0.7675070366738105,0.5634043604480524,-1.4660382014488722,0.24048764946776105,0.28322495861071845,1.6997427421986424,-1.2249904274231278,0
-1.671972471792552,1.406807528732965,0.27051347546640014,0.34809529178734483,0.759012970582189,0.26713629646173076,-1.1630028577834441,0.9086896049608222,-1.2463934985391623,1.4198444873730531,1.6127802326970393,-1.0701584635068604,1.9160737549595026,-1.1419860706926814,-1.1423448584794154,-1.606602735358006,-0.47269227772357164,0.3188374033804253,-0.8228676049979778,-0.04877626450061687,-0.09665390961814083,2.9695095077456646,-1.658774625086031,0.5053890117321368,0.05996285769570662,-0.3912998898983776,-1.1121863012785584,1.5591822904823514,-0.6992440642290753,-1.1694506697553524,0
0.5835028613911011,1.564853816884021,0.4279853771639408,0.15858265324722112,-2.2033590643074876,-0.6894862199992348,-0.046770676929026346,0.4442293499620817,0.349199060671282,-0.2727375331480987,0.6003392772719228,-0.6635188997755513,-1.520685032737189,0.07501058429890711,2.1425722957557216,-0.864570715568673,-1.7568024794052701,-0.7318840186938158,0.2589504111986632,0.18575453793769325,-0.2237038421037709,0.49323239477169606,0.9666011814964649,0.44924597125802035,0.5325374601935691,1.126343440160244,1.4244533260997099,0.9985348722226121,-0.8712519321873287,-0.1241495550093088,0
-1.6792080900537842,-0.018166881405454506,0.7775497655241282,-0.08194248239183136,0.10004862777774516,-0.9074963807359919,0.16061130215516814,1.8934903294127707,0.4427533213091045,-0.4310999895256928,0.8524412648213425,-0.73238274559508,3.7668064629303823,0.04191804023862554,-2.1321520588665015,-0.11039990409904346,0.9751071432888088,-0.035638560931668735,2.93818806715577,-0.5111977985613847,0.7310375253855356,-0.6666192774947225,-0.6442029983199388,0.2223777489305565,0.22014519035127497,1.9373842411793845,-0.20272002943667036,-1.199995580093643,-0.16596840779492483,-2.395723877525932,0
0.27098821468719997,0.06865145707428366,0.3536795955057045,0.6262442660633177,0.558124013083395,1.2511489130189024,1.1537685390885666,2.3542186780168217,-0.5851858525992847,-0.1764070536283277,1.100391824055466,-0.5099145018382725,3.760857748381806,0.3922725266505483,-1.6369954660968662,-1.357632444948907,0.029104067148411294,1.896582922486307,0.9390889436311305,0.7603193157594238,-0.2849308186431779,-0.5921141213350033,1.1665772055734005,-0.1267892516659413,-1.250428545040594,-0.9947172740359198,0.761769726263774,1.856415517826335,-1.8234927350495862,-2.8106452705583616,0
-0.7882374651705827,0.7520341591968671,-2.6285211403979574,0.3431106634313661,-1.5103297694143012,-0.47009827334372145,0.050447442774460144,1.1365315467233552,1.0849397741874804,1.0035048624164156,-0.668367624731245,0.874991185367977,2.243524512123865,-1.988131814191667,-1.2606262830763644,-0.9187074761481279,0.5321239913499579,-0.29603568924435214,0.2620199762396622,-1.7963163648254954,-0.29359595441326725,-0.13473706324131265,0.534113408211786,0.5615768839160554,0.0018330005944814697,0.8116833947552199,-1.088517221534,-0.9897750078695615,0.23284245073663914,-1.4348133135105228,0
0.9890540175353475,1.4906336079139102,1.689608768028579,-2.17292456795871,2.097085551206828,0.3931842319354487,0.05813520805995627,1.451175465395657,0.5628696761989,0.1996502312031319,-0.647426057446153,0.9999375223902929,2.8672841874110264,1.6567743695229684,-1.6125374485248725,-0.38823968275665804,0.27816797168509916,-0.371289237815088,-0.2616151869356204,1.1913797186138702,1.7278265400897157,-0.9643033514641056,0.3694158162498746,0.6158943348730559,1.7505782220807693,-1.8363777873207339,0.20381833390973617,1.270169727560179,0.11177207193167513,-1.832517808850293,0
0.15014666133810198,-0.4683011426573713,1.1568519622269104,1.537646033690498,0.015131077348556518,0.20128028976791149,1.4036191497494386,0.4862985383486534,1.8421221078883918,-1.2625158092685047,0.9667333203445074,-0.2487886662891715,-0.3201331835849983,0.47922755166995484,0.8676086477913497,2.5102281475277115,0.5621028400329908,-0.8907153157702533,-0.3334686510381497,-0.49910349080404093,-0.45790576499444,0.2696394875383339,-1.1782188256696058,-1.571866188296753,-0.09438457605968514,-0.6340449517885848,0.5703916552010759,-1.9458117700615774,0.6235203553783256,-0.38078796655965685,0
-1.052986106374446,1.1850762665583683,0.6606311230264938,-0.861814007519286,-0.006275232844126985,0.7262084217059598,-1.2207345670556264,1.4707393542116989,-0.13272375947454765,-1.4239138406470426,-0.811055924031409,0.5748525793953337,0.32492756785066285,1.1068406100255201,1.202626942220357,-0.4896345792469634,0.4979327656021008,-0.9909129540820899,-1.217238649889543,-0.012545944916305798,1.0813706668059602,0.7249503535466539,0.15745093707917324,0.4100006155204225,0.7339409444518094,-0.17317087076504872,0.3074030933418858,0.1297264914981929,-0.7600879277439868,-1.3871507555476064,0
-0.10798346674527037,0.5627098375725612,0.08380235961134057,0.9002056534504943,-0.22425879143948552,0.9293115872076053,-0.476098469442846,1.0830086910451309,-1.0786607710305522,-0.17508515027370583,1.1908859328665193,0.8977215684594247,2.741793824768986,0.2600545154607801,-1.8650588574848077,0.4406625568120475,0.14018003100159276,-2.690275631353535,-1.292429162600113,0.7191833809492872,2.513643468208903,-0.4136007143252674,-0.2722221717726958,1.5006608494600309,-0.8284081072387681,-1.4743828693181482,0.669252564126162,-0.06677081771074578,0.0013533024656418782,-1.4772343027236605,0
